experiment_id,image,click,movement
838,/footwear_oc/2_colour.jpeg,"(158,103)","[(227,96), (227,95), (228,92), (228,88), (228,84), (229,80), (229,76), (229,73), (229,70), (228,68), (228,65), (227,64), (226,63), (225,63), (224,63), (224,62), (224,62), (223,61), (222,61), (221,61), (220,61), (219,61), (217,61), (216,61), (214,60), (212,60), (209,59), (208,59), (205,58), (203,57), (202,57), (200,57), (199,56), (198,56), (197,56), (196,56), (195,57), (193,58), (191,58), (188,59), (187,60), (184,60), (181,62), (177,64), (173,65), (170,68), (165,69), (163,70), (159,72), (156,74), (151,76), (149,77), (146,79), (144,80), (142,81), (140,83), (140,84), (139,84), (138,84), (137,84), (137,85), (137,86), (137,87), (137,88), (139,88), (140,88), (142,88), (143,88), (144,88), (145,88), (147,88), (148,88), (150,89), (152,89), (152,90), (152,92), (154,92), (155,92), (156,93), (156,94), (157,95), (158,96), (159,96), (160,96), (160,97), (160,98), (161,98), (162,98), (163,99), (164,99), (164,100), (164,99), (163,98), (163,97), (163,96), (163,96), (163,95), (163,94), (164,94), (164,95), (163,95), (162,96), (162,96), (161,97), (160,97), (160,98), (160,99), (159,99), (159,100), (159,100), (159,101), (159,102), (159,103), (159,104), (158,104), (158,103)]"
839,/head_gear_no/3_colour.jpeg,"(150,121)","[(163,37), (167,40), (172,41), (176,44), (180,46), (182,48), (184,50), (185,51), (187,52), (188,54), (188,55), (189,56), (189,56), (190,57), (191,59), (192,61), (192,63), (193,64), (194,65), (195,68), (195,70), (196,71), (196,72), (196,74), (196,75), (195,76), (195,78), (194,78), (193,80), (192,80), (192,81), (192,82), (191,83), (189,84), (189,84), (188,85), (188,86), (188,87), (186,88), (185,89), (184,89), (184,90), (182,91), (180,92), (180,92), (179,92), (177,92), (176,92), (171,95), (165,97), (160,100), (155,101), (150,103), (147,104), (145,104), (144,104), (143,105), (142,105), (140,106), (138,106), (136,107), (134,107), (132,107), (130,107), (129,107), (128,108), (125,108), (123,108), (122,109), (120,109), (119,110), (118,110), (118,111), (118,112), (119,112), (120,112), (120,111), (121,111), (122,111), (124,111), (125,110), (126,110), (128,110), (130,110), (132,110), (133,110), (136,110), (136,110), (137,110), (138,110), (140,110), (140,110), (141,110), (141,111), (142,111), (143,112), (144,112), (144,112), (145,112), (145,112), (146,113), (146,114), (147,115), (148,116), (148,117), (149,118), (149,120), (150,121)]"
840,/statues_no/2_colour.jpeg,"(257,119)","[(257,119)]"
841,/vr_no/2_colour.jpeg,"(235,128)","[(80,97), (79,97), (77,96), (76,95), (75,94), (73,93), (73,92), (73,92), (72,91), (72,89), (72,87), (72,85), (72,83), (72,81), (72,80), (73,77), (73,75), (74,73), (76,72), (76,70), (77,68), (79,66), (80,64), (80,62), (81,60), (83,58), (84,56), (86,55), (88,53), (89,51), (90,49), (92,48), (93,47), (95,46), (96,44), (96,44), (97,44), (98,44), (100,44), (100,44), (101,44), (102,44), (103,44), (104,44), (107,44), (108,43), (112,43), (115,43), (117,43), (120,43), (121,43), (123,43), (124,43), (125,43), (126,43), (126,44), (127,44), (128,45), (128,45), (130,45), (132,45), (132,46), (135,47), (137,47), (139,48), (141,48), (144,49), (147,51), (149,52), (151,53), (153,54), (155,55), (156,56), (157,58), (158,59), (160,59), (160,60), (161,60), (162,62), (164,62), (164,64), (165,64), (167,66), (168,67), (168,68), (169,69), (171,71), (172,72), (173,74), (175,76), (176,77), (178,79), (180,80), (182,83), (184,85), (188,87), (190,90), (193,92), (196,96), (200,98), (203,102), (207,105), (210,108), (212,110), (214,112), (216,114), (217,116), (219,117), (220,117), (220,118), (220,119), (221,119), (221,120), (222,120), (223,121), (225,122), (226,123), (227,124), (228,124), (229,125), (230,125), (231,126), (232,127), (232,128), (233,128), (234,128), (235,128)]"
842,/academic_book_oc/1_colour.jpeg,"(180,114)","[(95,57), (95,58), (95,59), (95,61), (94,64), (92,65), (90,70), (88,72), (86,77), (84,79), (83,81), (82,84), (80,86), (80,88), (80,88), (80,89), (80,90), (80,91), (80,91), (81,92), (82,92), (83,92), (84,95), (87,96), (89,99), (92,101), (96,103), (100,106), (104,108), (108,109), (113,111), (119,113), (124,116), (128,117), (132,120), (137,122), (140,124), (145,127), (150,128), (154,130), (159,132), (161,133), (164,134), (166,135), (168,135), (169,136), (170,136), (170,136), (171,136), (171,136), (172,136), (174,136), (176,136), (179,136), (182,136), (184,137), (186,137), (188,137), (191,137), (192,138), (192,139), (194,139), (195,139), (195,140), (195,139), (194,138), (193,138), (192,136), (192,136), (191,136), (190,135), (189,134), (188,133), (188,132), (187,132), (186,131), (185,130), (184,129), (184,128), (184,128), (183,127), (182,127), (182,126), (182,125), (182,124), (181,124), (180,124), (180,123), (180,122), (180,121), (180,120), (180,120), (180,119), (180,118), (180,117), (180,116), (180,116), (180,115), (180,114)]"
843,/footwear_oc/1_colour.jpeg,"(170,123)","[(170,123)]"
844,/mugs_no/1_colour.jpeg,"(159,130)","[(99,58), (102,60), (105,63), (108,64), (111,66), (113,68), (116,69), (118,71), (120,72), (121,73), (123,75), (125,76), (128,78), (129,80), (134,81), (137,83), (140,85), (145,88), (148,90), (155,94), (159,96), (163,98), (167,100), (172,103), (175,104), (179,106), (182,108), (184,109), (186,110), (188,111), (190,112), (191,112), (192,112), (192,112), (192,113), (192,114), (192,115), (192,116), (192,116), (191,118), (191,119), (190,120), (188,122), (188,124), (186,126), (185,130), (184,135), (182,140), (180,143), (178,146), (177,148), (176,151), (175,151), (173,152), (173,153), (172,153), (171,153), (170,154), (169,154), (168,155), (168,155), (167,155), (166,155), (165,154), (164,152), (164,152), (163,151), (162,150), (161,149), (161,148), (160,148), (160,147), (160,147), (160,146), (160,145), (159,144), (159,144), (158,143), (157,141), (156,140), (156,138), (155,137), (153,136), (152,134), (152,133), (152,133), (152,132), (152,132), (152,131), (153,131), (154,130), (155,130), (156,130), (156,130), (157,130), (158,130), (159,130)]"
845,/shooters_oc/1_colour.jpeg,"(160,133)","[(160,133)]"
846,/mugs_no/1_colour.jpeg,"(157,131)","[(157,131)]"
847,/statues_oc/1_colour.jpeg,"(163,110)","[(15,100), (12,98), (12,96), (10,93), (9,91), (8,88), (8,85), (8,82), (8,78), (8,75), (9,72), (11,69), (12,68), (14,65), (17,60), (19,57), (22,52), (26,48), (28,46), (31,44), (32,43), (33,41), (35,40), (37,39), (41,38), (47,36), (52,34), (60,33), (65,32), (72,32), (77,32), (83,32), (88,32), (92,32), (98,32), (103,33), (108,36), (112,36), (116,38), (119,39), (123,41), (127,43), (131,45), (134,48), (136,48), (140,51), (143,54), (145,56), (148,59), (150,62), (154,65), (156,69), (159,72), (163,76), (165,80), (168,83), (172,87), (174,90), (176,93), (180,97), (184,100), (188,104), (191,107), (193,109), (197,113), (200,116), (204,120), (207,124), (209,127), (212,131), (213,133), (215,135), (216,136), (217,137), (217,138), (217,139), (217,140), (216,140), (215,141), (214,142), (213,142), (212,142), (211,143), (209,143), (208,143), (208,143), (206,142), (205,141), (204,140), (202,140), (200,140), (199,138), (197,136), (192,134), (189,132), (184,129), (177,125), (172,122), (166,118), (161,116), (158,114), (155,113), (153,112), (152,111), (152,111), (151,111), (151,110), (151,109), (151,108), (152,108), (152,108), (153,108), (154,108), (155,108), (156,108), (157,108), (158,108), (159,108), (160,108), (160,108), (162,108), (162,109), (162,110), (163,110)]"
848,/souvenirs_no/3_colour.jpeg,"(168,110)","[(168,110)]"
849,/tech_no/2_colour.jpeg,"(201,148)","[(201,148)]"
850,/vr_no/1_colour.jpeg,"(166,112)","[(234,71), (229,66), (223,62), (216,58), (211,55), (204,52), (198,50), (192,49), (185,47), (180,46), (173,46), (168,46), (160,46), (154,48), (146,48), (136,51), (128,52), (119,52), (109,55), (100,56), (92,58), (85,60), (80,60), (74,63), (68,64), (64,65), (61,66), (59,67), (56,68), (53,69), (51,70), (48,72), (46,73), (44,74), (43,74), (42,75), (41,75), (40,76), (40,76), (38,79), (35,84), (30,88), (28,92), (24,94), (23,98), (21,100), (19,102), (17,104), (16,107), (14,109), (12,110), (12,111), (12,112), (12,112), (12,114), (12,115), (12,116), (12,118), (12,119), (12,120), (12,121), (13,121), (14,122), (16,123), (18,124), (21,124), (23,124), (26,125), (30,125), (36,126), (43,126), (48,126), (56,126), (61,126), (68,126), (72,126), (76,126), (80,126), (83,126), (86,126), (89,126), (92,126), (96,125), (100,125), (106,124), (114,123), (121,121), (127,120), (132,120), (136,120), (138,120), (140,120), (141,119), (142,119), (143,119), (144,119), (144,119), (145,119), (146,118), (146,117), (147,117), (148,116), (149,116), (151,115), (152,114), (153,114), (154,114), (155,114), (155,113), (156,113), (156,113), (157,113), (158,113), (159,113), (160,113), (160,113), (161,113), (161,112), (162,112), (163,112), (164,112), (164,112), (164,112), (165,112), (166,112)]"
851,/statues_no/4_colour.jpeg,"(81,122)","[(81,122)]"
852,/statues_no/3_colour.jpeg,"(98,130)","[(98,130)]"
853,/statues_oc/1_colour.jpeg,"(157,117)","[(157,117)]"
854,/food_no/4_colour.jpeg,"(139,150)","[(139,150)]"
855,/mugs_no/1_colour.jpeg,"(149,124)","[(149,124)]"
856,/souvenirs_no/4_colour.jpeg,"(173,123)","[(173,123)]"
857,/statues_no/4_colour.jpeg,"(176,137)","[(176,137)]"
858,/mugs_oc2/1_colour.jpeg,"(157,121)","[(157,121)]"
859,/tech_oc/2_colour.jpeg,"(201,122)","[(201,122)]"
860,/wash_no/1_colour.jpeg,"(153,136)","[(153,136)]"
861,/statues_no/1_colour.jpeg,"(160,130)","[(160,130)]"
862,/souvenirs_oc/3_colour.jpeg,"(130,128)","[(130,128)]"
863,/reading_oc/1_colour.jpeg,"(154,132)","[(154,132)]"
864,/vr_oc/2_colour.jpeg,"(212,128)","[(208,37), (214,40), (219,44), (224,47), (229,50), (232,52), (237,56), (241,58), (244,60), (247,61), (248,63), (250,64), (251,64), (251,66), (251,68), (251,68), (250,69), (250,70), (249,71), (248,72), (248,72), (246,74), (244,75), (243,77), (241,80), (239,83), (235,88), (232,91), (228,95), (224,98), (220,102), (216,106), (212,108), (208,110), (204,112), (201,112), (200,113), (197,113), (196,114), (195,114), (193,114), (192,114), (191,114), (188,114), (184,114), (176,113), (171,112), (165,111), (161,109), (158,108), (156,108), (154,107), (153,106), (153,105), (154,105), (155,105), (156,104), (157,104), (159,104), (160,103), (162,102), (164,102), (165,101), (166,101), (168,101), (168,101), (169,101), (170,101), (171,101), (172,101), (172,101), (173,101), (174,101), (175,101), (176,101), (176,102), (177,103), (177,104), (178,104), (179,105), (179,106), (180,107), (180,108), (180,108), (181,109), (182,109), (183,110), (183,111), (184,111), (184,112), (184,112), (184,113), (185,113), (186,114), (187,116), (188,116), (191,116), (193,118), (195,119), (200,120), (203,122), (207,123), (210,124), (214,126), (216,127), (218,128), (220,128), (220,129), (220,129), (221,129), (222,129), (223,130), (224,130), (225,130), (226,130), (227,130), (228,130), (228,130), (227,130), (226,130), (225,130), (224,130), (224,130), (224,131), (223,131), (222,132), (221,132), (220,132), (220,132), (220,133), (219,134), (218,135), (217,135), (216,135), (216,134), (216,132), (216,132), (216,130), (215,128), (213,128), (212,125), (212,123), (211,121), (210,120), (209,118), (208,116), (207,115), (206,113), (205,112), (204,112), (204,112), (204,112), (204,113), (205,114), (206,115), (206,116), (207,116), (207,116), (208,116), (208,117), (208,118), (208,119), (209,119), (210,120), (210,121), (211,122), (212,123), (212,124), (212,124), (212,125), (212,126), (212,127), (212,128), (212,128)]"
865,/souvenirs_oc/3_colour.jpeg,"(148,125)","[(148,125)]"
866,/statues_no/2_colour.jpeg,"(155,118)","[(155,118)]"
867,/statues_oc/1_colour.jpeg,"(151,135)","[(151,135)]"
868,/tech_oc/3_colour.jpeg,"(118,140)","[(118,140)]"
869,/mugs_no/3_colour.jpeg,"(98,131)","[(98,131)]"
870,/head_gear_no/4_colour.jpeg,"(38,115)","[(38,115)]"
871,/mugs_oc2/2_colour.jpeg,"(166,103)","[(166,103)]"
872,/shooters_oc/2_colour.jpeg,"(169,148)","[(169,148)]"
873,/mugs_no/3_colour.jpeg,"(218,127)","[(218,127)]"
874,/statues_no/5_colour.jpeg,"(84,130)","[(84,130)]"
875,/lp_book_oc/2_colour.jpeg,"(146,92)","[(146,92)]"
876,/footwear_no/1_colour.jpeg,"(145,125)","[(133,167), (133,163), (133,158), (133,157), (133,156), (133,154), (132,153), (132,152), (132,151), (132,150), (132,149), (132,146), (132,143), (132,140), (133,138), (135,135), (135,133), (136,133), (136,132), (138,131), (140,129), (141,128), (142,127), (143,127), (144,126), (145,125)]"
877,/reading_no/2_colour.jpeg,"(242,105)","[(242,105)]"
878,/mugs_oc2/2_colour.jpeg,"(159,125)","[(159,125)]"
879,/head_gear_oc/3_colour.jpeg,"(166,122)","[(166,122)]"
880,/reading_no/1_colour.jpeg,"(200,62)","[(139,125), (125,125), (106,125), (86,125), (66,123), (47,120), (39,118), (39,116), (39,115), (40,110), (45,106), (50,103), (56,98), (63,94), (69,90), (78,82), (89,73), (97,66), (107,59), (115,53), (128,42), (140,34), (148,30), (158,25), (164,22), (168,21), (171,20), (172,18), (172,19), (171,19), (171,21), (167,25), (163,29), (156,35), (143,43), (129,54), (117,63), (105,74), (93,84), (80,94), (68,103), (65,105), (63,106), (63,107), (62,109), (62,110), (71,109), (88,104), (119,96), (143,88), (163,82), (178,77), (189,71), (194,68), (198,65), (200,64), (200,62)]"
881,/statues_no/5_colour.jpeg,"(221,113)","[(221,113)]"
882,/academic_book_no/3_colour.jpeg,"(85,99)","[(85,99)]"
883,/reading_no/2_colour.jpeg,"(133,129)","[(166,74), (232,59), (260,51), (237,61), (178,77), (102,99), (29,117), (16,102), (86,85), (146,65), (194,52), (224,49), (232,48), (226,55), (213,62), (197,71), (155,95), (108,121), (58,145), (43,151), (42,152), (46,152), (54,151), (83,139), (124,124), (173,104), (205,91), (226,81), (229,81), (230,80), (226,83), (202,96), (153,116), (86,133), (48,144), (30,150), (27,150), (53,140), (118,121), (197,106), (220,102), (221,102), (216,102), (209,104), (203,107), (200,108), (196,108), (192,110), (188,111), (187,111), (186,111), (181,111), (166,114), (148,118), (128,121), (105,123), (82,126), (67,128), (56,130), (43,132), (39,133), (40,133), (44,133), (50,131), (59,130), (80,130), (96,130), (112,130), (122,130), (126,130), (128,130), (130,130), (132,130), (133,129)]"
884,/food_oc/2_colour.jpeg,"(69,129)","[(69,129)]"
885,/vr_no/3_colour.jpeg,"(248,129)","[(248,129)]"
886,/food_oc/2_colour.jpeg,"(159,119)","[(74,68), (60,68), (52,68), (33,66), (25,65), (20,65), (19,64), (25,61), (42,58), (67,55), (96,52), (124,47), (152,44), (175,40), (195,36), (203,35), (208,34), (207,34), (203,35), (195,46), (186,58), (178,69), (172,79), (167,90), (164,98), (163,106), (161,111), (160,114), (160,117), (159,119)]"
887,/mugs_no/2_colour.jpeg,"(153,126)","[(153,126)]"
888,/lp_book_oc/2_colour.jpeg,"(87,112)","[(83,47), (83,53), (83,57), (84,69), (84,79), (84,91), (84,99), (85,105), (87,109), (87,110), (87,111), (87,112)]"
889,/lp_book_no/2_colour.jpeg,"(240,113)","[(240,113)]"
890,/lp_book_oc/1_colour.jpeg,"(187,132)","[(187,132)]"
891,/mugs_no/5_colour.jpeg,"(203,114)","[(203,114)]"
892,/lp_book_no/3_colour.jpeg,"(190,121)","[(257,27), (256,14), (246,3), (49,7), (8,36), (245,152), (280,125), (296,91), (296,73), (287,58), (276,46), (264,38), (254,33), (239,32), (222,30), (197,32), (174,46), (154,64), (136,87), (126,116), (124,148), (281,12), (248,1), (121,2), (98,20), (83,43), (76,71), (74,96), (76,118), (88,136), (106,155), (223,162), (247,144), (264,127), (271,110), (271,91), (267,76), (256,60), (237,42), (207,23), (177,15), (125,10), (87,13), (51,25), (24,37), (102,155), (142,133), (167,115), (183,99), (193,83), (194,70), (194,61), (188,50), (177,41), (165,34), (136,26), (115,24), (93,19), (73,17), (55,17), (42,17), (29,25), (24,36), (22,57), (30,82), (52,112), (84,143), (106,153), (130,154), (152,154), (175,154), (198,144), (221,128), (239,110), (249,96), (253,84), (253,75), (252,66), (248,57), (241,49), (237,46), (229,44), (217,44), (205,44), (191,48), (176,55), (155,70), (136,87), (126,105), (122,125), (122,137), (129,146), (139,154), (151,158), (165,158), (183,154), (202,143), (217,131), (230,117), (235,103), (236,86), (236,78), (232,69), (228,63), (222,57), (215,52), (209,50), (202,50), (194,50), (182,50), (164,56), (160,59), (140,71), (133,80), (129,89), (129,96), (129,101), (129,105), (129,106), (130,107), (133,107), (137,107), (144,106), (156,98), (162,93), (169,84), (173,76), (177,68), (177,63), (177,60), (177,58), (177,57), (176,57), (173,57), (164,67), (159,75), (155,84), (151,92), (151,96), (151,100), (152,101), (152,102), (155,102), (158,102), (163,99), (168,96), (173,92), (175,90), (175,88), (175,86), (175,85), (175,84), (174,83), (166,83), (155,83), (143,87), (134,91), (127,97), (123,109), (123,122), (123,134), (125,148), (130,159), (198,161), (199,147), (201,133), (201,119), (201,108), (196,93), (190,78), (182,66), (171,57), (163,53), (149,48), (137,45), (119,44), (101,44), (79,45), (59,47), (37,53), (21,60), (12,69), (1,82), (6,167), (223,164), (233,146), (237,121), (235,103), (229,86), (220,69), (203,48), (181,29), (153,10), (28,16), (23,29), (14,86), (13,128), (13,156), (131,165), (141,157), (168,125), (177,106), (183,89), (184,75), (184,57), (181,45), (177,35), (170,24), (158,14), (142,4), (130,0), (61,15), (43,36), (25,75), (21,98), (23,126), (32,149), (44,166), (159,156), (160,145), (160,133), (160,123), (160,111), (161,98), (164,84), (165,70), (165,55), (165,41), (164,25), (160,19), (156,14), (150,11), (144,10), (136,10), (126,11), (109,20), (91,35), (73,50), (61,64), (43,85), (37,96), (32,112), (31,129), (31,151), (184,166), (184,162), (184,154), (184,151), (184,148), (184,147), (184,145), (184,144), (184,142), (184,139), (184,136), (184,135), (186,131), (188,127), (189,124), (190,124), (190,121)]"
893,/shooters_oc/2_colour.jpeg,"(221,125)","[(221,125)]"
894,/statues_no/5_colour.jpeg,"(233,109)","[(41,125), (43,124), (44,123), (46,121), (48,121), (49,119), (50,119), (51,118), (53,118), (56,116), (56,115), (59,114), (60,113), (61,113), (62,112), (63,112), (64,110), (65,110), (67,109), (69,108), (70,108), (71,107), (72,106), (73,106), (75,106), (77,105), (78,105), (86,104), (95,104), (104,104), (116,104), (129,104), (145,104), (164,104), (180,104), (197,104), (220,104), (249,105), (273,108), (296,113), (292,113), (285,113), (278,113), (269,113), (261,113), (256,111), (254,111), (251,111), (249,111), (246,111), (243,111), (239,110), (236,109), (234,109), (233,109)]"
